name,01/01/2000,01/01/2001,01/01/2002,01/01/2003,01/01/2004,01/01/2005,01/01/2006,01/01/2007,01/01/2008,01/01/2009,01/01/2010,01/01/2011,01/01/2012,01/01/2013,01/01/2014,01/01/2015,01/01/2016,01/01/2017,01/01/2018,01/01/2019,01/01/2020
Million Dollar Mermaid,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0
My Cousin Rachel,2,2,2,2,2,2,2,1,2,2,2,2,3,100,28,8,8,6,5,4,5
isPartial.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Outlaw Women,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3
Pat and Mike,5,5,5,5,4,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2
Le plaisir,80,77,72,89,88,91,100,85,88,84,76,74,70,65,65,63,64,63,63,63,62
isPartial.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Ring,100,85,58,43,43,45,46,48,50,59,48,47,42,45,40,37,45,43,72,55,78
Totò a colori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We're Not Married!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Zombies of the Stratosphere,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Abbott and Costello Go to Mars,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0
Dream Wife,27,26,24,23,30,34,39,40,49,54,58,61,72,77,90,80,94,86,90,100,98
isPartial.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Fair Wind to Java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lentävä kalakukko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Let Me Go,7,12,16,14,13,14,52,100,67,49,44,34,36,34,25,22,18,17,21,25,21
isPartial.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Raiders of the Seven Seas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scandal at Scourie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
So Big,33,32,34,37,36,42,69,71,66,64,69,64,65,68,67,65,75,84,100,92,100
isPartial.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Glenn Miller Story,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gog,15,18,20,19,22,24,42,66,91,100,90,91,72,62,52,45,45,38,43,45,60
Gojira,3,4,5,5,7,6,5,5,7,5,6,4,7,6,4,6,5,7,6,6,6
isPartial.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Monsieur Ripois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night People,43,44,39,44,51,59,65,79,73,67,62,63,64,66,61,66,75,84,92,96,100
The Purple Plain,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1
isPartial.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Hi-Jackers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Leather Boys,12,11,12,15,15,15,14,12,13,12,10,11,11,11,11,12,13,11,14,17,16
Lilies of the Field,100,75,71,62,57,63,63,64,61,55,58,51,49,43,47,46,55,53,87,45,49
isPartial.60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Matango,58,58,37,29,36,36,38,32,47,100,34,40,46,56,45,38,47,41,46,51,59
Death Drums Along the River,0,0,0,5,4,4,0,2,2,5,2,2,1,0,3,4,6,5,4,1,2
Una storia moderna - L'ape regina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
isPartial.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Catch Us If You Can,71,42,30,29,31,25,29,62,69,84,86,100,22,22,20,23,30,32,32,33,31
I'll Take Sweden,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,1,3,4,3,3,3
Le jardinier d'Argenteuil,0,0,5,0,0,0,0,0,0,0,0,0,2,1,2,3,2,15,14,2,2
isPartial.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Kommissar X - Jagd auf Unbekannt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kärlek 65,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,1,6,1,0,1,0
The Love Goddesses,100,80,60,42,49,73,91,70,57,50,44,42,41,37,39,36,46,58,66,66,67
isPartial.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Le mystère Koumiko,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,3,0,0,0,0
Ne nous fâchons pas,100,0,43,35,45,32,24,44,26,28,20,26,18,22,14,15,26,27,16,30,24
"Oggi, domani, dopodomani",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0
isPartial.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Paris vu par...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sandpiper,27,23,23,22,21,20,21,20,20,19,18,17,15,16,15,15,15,18,18,15,16
Ship of Fools,100,88,66,56,40,40,40,37,32,26,23,20,17,19,25,16,18,17,18,23,28
isPartial.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
When the Boys Meet the Girls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viva Maria!,11,12,10,9,9,10,10,9,9,8,7,7,7,6,6,6,6,6,7,6,6
Family Affair,29,24,21,26,23,23,26,34,26,23,22,25,24,25,25,22,23,21,37,22,100
isPartial.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Green Hornet,6,4,5,4,5,7,21,100,15,11,10,8,6,5,4,4,6,4,3,3,3
Underdog,90,67,56,99,66,54,50,41,39,35,35,33,31,30,30,46,46,43,56,51,62
All'ombra di una colt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Alley Tramp,0,0,0,0,0,0,100,56,73,42,65,66,50,73,34,78,71,46,57,60,55
Atout coeur à Tokyo pour OSS 117,0,0,0,0,0,0,0,0,0,0,35,0,29,26,0,0,17,0,17,0,0
The Big T.N.T. Show,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
isPartial.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Cast a Giant Shadow,41,33,52,48,60,71,56,53,41,35,59,53,31,34,36,26,68,51,45,42,41
Dai-bosatsu tôge,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Deadlier Than the Male,100,74,83,52,45,35,33,29,32,27,37,28,21,27,25,21,22,22,17,15,24
isPartial.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Witches,41,44,33,32,31,33,32,38,39,48,57,51,45,43,46,49,100,77,58,59,55
El escapulario,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hotel Paradiso,25,23,24,25,23,24,20,18,15,15,15,15,13,14,14,14,10,11,13,12,12
isPartial.70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Made in Paris,44,50,49,54,47,48,56,56,63,61,58,61,58,57,57,59,72,74,93,98,100
A Man Could Get Killed,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,4
Morgan: A Suitable Case for Treatment,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
isPartial.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Nattlek,0,0,33,32,63,86,100,66,44,39,24,21,27,16,17,19,16,19,16,25,24
"Not with My Wife, You Don't!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,19,22,39,65
Onna no mizûmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
El precio de un hombre: The Bounty Killer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Roses of Passion,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1
The Singing Nun,55,59,49,41,37,46,41,28,42,38,100,43,37,31,25,23,37,26,27,21,22
isPartial.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Fumo di Londra,7,7,6,4,4,5,5,6,6,5,5,6,5,5,7,7,8,5,5,5,5
La strega in amore,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ten Little Indians,100,85,70,72,53,58,63,52,54,51,45,47,37,25,26,21,25,22,20,17,18
isPartial.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"What Did You Do in the War, Daddy?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"What's Up, Tiger Lily?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birdman,9,12,12,15,17,18,20,20,18,23,32,100,30,17,14,14,11,9,9,9,9
isPartial.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Raumpatrouille - Die phantastischen Abenteuer des Raumschiffes Orion,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
A ciascuno il suo,97,100,97,92,76,76,65,74,65,62,68,66,57,38,31,35,50,58,36,33,31
All the Sins of Sodom,0,0,0,0,0,7,10,3,4,3,6,4,3,3,4,2,2,3,1,1,1
isPartial.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Budjenje pacova,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catalina Caper,0,0,0,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1
Faccia a faccia,48,47,62,46,59,76,80,93,95,81,85,79,85,86,89,86,94,82,94,100,89
isPartial.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Heißer Sommer,4,3,5,3,3,5,3,2,2,2,2,2,2,2,5,3,2,2,2,2,2
Hugo och Josefin,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
In the Heat of the Night,65,71,60,48,51,69,62,64,58,63,79,71,67,74,74,88,99,89,100,82,99
isPartial.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The St. Valentine's Day Massacre,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,5,5,3,4,4,5
The Terrornauts,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,2,1,0,1,1
Tony Rome,100,76,64,59,54,44,52,39,35,33,34,29,31,35,30,26,20,46,28,25,25
isPartial.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Way West,59,60,53,76,59,63,91,90,82,73,88,73,72,70,64,68,72,74,99,91,100
The Boston Strangler,18,13,18,11,13,13,12,13,8,10,7,6,6,8,6,7,8,6,6,69,18
Brilliantovaya ruka,0,0,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,0,0,0,0
isPartial.80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Calcutta,35,30,26,23,20,19,19,19,19,18,19,19,20,20,27,24,19,19,22,24,23
Countdown,75,70,83,92,89,89,92,100,97,76,77,79,74,72,75,85,78,69,70,68,68
David Holzman's Diary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Les demoiselles de Rochefort,86,61,63,56,50,57,77,66,59,67,53,50,39,83,57,100,45,38,58,40,50
Nobody Runs Forever,0,0,0,0,2,0,2,1,2,1,1,1,0,1,5,2,0,0,2,2,0
Lebenszeichen,42,54,45,46,38,36,32,28,25,24,21,20,18,18,18,17,18,37,22,17,22
isPartial.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Lo voglio morto,47,0,0,0,0,7,6,5,5,4,4,3,3,2,2,6,4,4,5,3,4
Memorias del subdesarrollo,68,91,79,76,75,100,76,68,52,61,53,44,44,39,39,33,31,22,23,22,34
"Non aspettare Django, spara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Una ragazza piuttosto complicata,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,2,0,0,0
The Sea Gull,49,41,46,36,32,29,25,22,21,17,18,18,15,17,15,16,16,16,15,18,17
The Shoes of the Fisherman,41,100,42,26,39,39,25,22,17,46,16,23,15,11,14,16,14,15,14,14,13
isPartial.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Thomas Crown Affair,98,87,100,84,91,75,75,67,66,58,61,55,43,41,42,36,48,39,37,26,36
A Twist of Sand,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
The Adventures of Gulliver,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
isPartial.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Benny Hill Show,86,81,83,100,53,58,67,73,59,53,53,55,47,43,40,38,42,41,48,40,45
The Courtship of Eddie's Father,0,0,0,0,0,0,0,0,0,0,0,0,44,50,40,40,50,44,52,49,37
"Marcus Welby, M.D.",0,0,0,16,4,3,2,1,1,1,2,1,2,2,1,1,2,2,3,2,0
isPartial.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Le boucher,51,58,64,67,72,74,92,90,94,87,96,97,86,89,88,100,99,89,95,96,98
La caduta degli dei (Götterdämmerung),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La cintura di castità,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
isPartial.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Colossus: The Forbin Project,71,57,27,36,58,67,71,74,78,81,75,64,44,61,51,43,41,30,35,85,100
Erosu purasu gyakusatsu,0,0,0,0,0,0,0,0,0,4,4,2,2,3,2,0,2,0,0,0,0
Gamera tai daiakuju Giron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Happy Ending,100,36,29,58,53,47,53,60,51,44,56,45,59,39,31,30,42,58,75,93,96
Hello Down There,5,4,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,3
Sixtynine 69,5,3,3,2,2,2,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
isPartial.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Night of the Following Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2
Once You Kiss a Stranger...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paranoia,93,100,76,75,68,66,66,64,63,87,93,72,61,58,56,56,60,53,54,52,54
isPartial.90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Bloodthirsty Butchers,99,89,45,77,59,48,75,62,44,100,47,29,28,23,19,15,16,12,14,16,18
Cotton Comes to Harlem,47,49,55,35,57,41,35,35,35,37,36,30,27,29,29,31,27,30,33,21,23
Dyadya Vanya,0,0,0,0,4,6,5,4,5,3,3,3,2,3,1,1,1,0,5,1,3
isPartial.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Out of Towners,6,5,4,4,5,4,5,4,4,4,5,6,4,4,4,3,4,4,3,2,3
Permissive,57,60,55,53,49,55,60,59,60,65,68,81,79,84,79,80,76,73,88,92,100
Start the Revolution Without Me,0,1,2,1,2,2,2,1,3,1,1,1,2,1,1,1,1,1,0,1,1
isPartial.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Longstreet,100,99,76,54,56,54,54,58,54,55,55,54,50,61,57,60,55,55,49,47,52
The Pebbles and Bamm-Bamm Show,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sonny and Cher Comedy Hour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
L'ordinateur des pompes funèbres,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,2,0
La pretora,52,50,25,22,31,60,74,76,81,100,79,46,38,22,18,17,14,14,11,14,15
Printsessa na goroshine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
isPartial.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Revenge of the Cheerleaders,6,5,4,3,4,3,2,3,2,2,2,1,1,1,1,1,1,0,0,1,1
Salas u Malom Ritu,0,0,2,1,2,3,4,3,4,4,4,3,4,4,3,5,5,3,3,3,2
Silver Streak,100,75,72,72,65,58,55,54,60,57,58,53,65,66,54,52,50,46,46,36,38
isPartial.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Skaz pro to, kak tsar Pyotr arapa zhenil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tien ya ming yue dao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Winds of Autumn,0,0,0,35,0,45,48,48,33,38,49,31,65,77,53,59,75,100,92,99,94
isPartial.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Alt på et bræt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buck Rogers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,100,92,74,62,55,51,51,47,42,40,40,39,37,38,39,36,41,35,34,35,35
isPartial.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Can I Do It 'Till I Need Glasses?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Czlowiek z marmuru,0,0,9,22,13,13,18,10,11,9,9,8,11,7,6,5,5,4,4,7,6
Damnation Alley,95,100,92,84,71,64,59,81,55,48,49,51,36,40,52,41,30,23,34,32,38
isPartial.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Death Force,60,58,50,59,67,58,55,59,52,50,50,85,81,69,64,70,99,80,100,86,89
For the Love of Benji,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
The Great Bank Hoax,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Happy Hooker Goes to Washington,0,0,0,0,0,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,1
Hausu,27,27,29,27,33,53,100,73,62,58,51,50,52,48,48,46,55,47,53,48,45
Hong Xi Guan,0,0,0,0,4,2,2,1,1,1,1,1,1,0,1,0,1,0,0,1,1
isPartial.100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Oi kynigoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Chants for a Slow Dance,0,0,0,0,0,0,0,13,7,7,10,5,6,0,7,0,7,4,6,5,7
Leidenschaftliche Blümchen,0,0,0,0,28,100,37,52,62,41,22,20,21,10,10,12,10,42,12,13,19
isPartial.101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The North Avenue Irregulars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panny z Wilka,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Porridge,16,16,18,18,20,23,27,34,42,47,55,63,65,76,80,89,100,100,91,100,97
isPartial.102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Letter to Brezhnev,0,89,94,54,55,65,81,70,60,53,51,49,51,100,50,49,56,54,45,40,43
La mansión de los muertos vivientes,0,0,0,0,0,0,0,14,8,8,0,7,4,0,0,0,3,0,3,3,0
